root_888,superclass,cell_type,malecns_cell_type,side,dimorphism,n_planes,neck_area_um2,neck_diameter_um
720575941549950207,ascending_neuron,AN08B101,AN08B101,left,dimorphic,3,0.06889006474075596,0.2961647424446333
720575941550148724,descending_neuron,DNg31,DNg31,left,isomorphic,3,0.37929433705224536,0.6949334853272119
720575941550165054,descending_neuron,DNg10,DNg10,right,isomorphic,3,0.08781656595237979,0.33438230284124404
720575941550196797,descending_neuron,DNbe007,DNbe007,right,isomorphic,3,0.30246546233287974,0.6205731121784333
720575941550391668,sensory_ascending,SApp07,auto:SApp01,left,isomorphic,3,0.1048403453492388,0.3653585548229876
720575941550401086,descending_neuron,DNge001,DNge001,right,isomorphic,3,0.15640012924884109,0.4462452569622618
720575941550561341,descending_neuron,DNpe052,DNpe052,right,dimorphic,3,0.13198887282273125,0.4099432306343424
720575941550597236,sensory_ascending,SApp09,SApp09,right,isomorphic,3,0.2212190765848977,0.5307210909297728
720575941550649599,ascending_neuron,AN06B037,AN06B037,right,isomorphic,3,0.3738344601117972,0.6899136306807252
720575941550675079,sensory_ascending,SApp08,SApp08,right,dimorphic,3,0.09003449821142336,0.338578622351104
720575941550685063,ascending_neuron,AN07B082,auto:AN07B082_c,left,isomorphic,3,0.04910371210718238,0.250041572639742
720575941550687037,ascending_neuron,AN06B007,AN06B007,left,isomorphic,3,0.7198522337971661,0.9573632176120481
720575941550687805,descending_neuron,DNge050,DNge050,right,isomorphic,3,1.6191365116006133,1.4358094006150135
720575941550700605,ascending_neuron,AN05B999,auto:AN08B016,left,female-specific,12,0.06487797048660454,0.28733316668359304
720575941550794751,descending_neuron,DNg36_a,DNg36_a,right,isomorphic,3,0.07763861965812141,0.31440827079988365
720575941550801441,ascending_neuron,AN12B011,AN12B011,right,isomorphic,3,0.09701216213985439,0.351453725484198
720575941550909951,ascending_neuron,ANXXX072,ANXXX072,right,isomorphic,3,0.15547933868386124,0.44492970501143625
720575941550933821,descending_neuron,DNge018,DNge018,right,isomorphic,3,0.22058353528339536,0.5299581870679073
720575941550999175,ascending_neuron,AN19B076,auto:AN19B061,right,isomorphic,3,0.08525173578794037,0.32684170047890315
720575941550999357,descending_neuron,DNbe001,DNbe001,left,isomorphic,3,2.5107342624613183,1.7879502647689123
720575941551055495,sensory_ascending,SApp22,auto:SApp09,right,isomorphic,3,0.23465185537818853,0.5465967631746332
720575941551093639,descending_neuron,DNg12_c,auto:DNge177,left,isomorphic,3,0.06247346183561802,0.2820348951913785
720575941551104372,ascending_neuron,AN_multi_124,,right,isomorphic,12,0.10921326535593967,0.36171467171038657
720575941551115775,sensory_ascending,SAch01,auto:LgAG1,,dimorphic,3,0.04846666974426869,0.2484143323562917
720575941551193115,descending_neuron,DNg10,DNg10,right,isomorphic,3,0.04945169319631229,0.25092598775666025
720575941551408538,ascending_neuron,AN08B107,auto:AN08B110,left,dimorphic,3,0.043749528035713026,0.23601616291807112
720575941551414170,descending_neuron,DNg07,auto:DNge091,right,isomorphic,3,0.20409626788745844,0.5097680248967891
720575941551486463,ascending_neuron,AN05B078,AN05B078,left,isomorphic,3,0.058805344246030365,0.2736298407261354
720575941551513716,ascending_neuron,AN19B009,AN19B009,left,isomorphic,3,0.05310722290479756,0.2600350290123491
720575941551514174,ascending_neuron,AN08B098,AN08B098,left,isomorphic,3,0.0781878000354301,0.3155183020380196
720575941551514686,ascending_neuron,AN08B102,auto:AN08B099_e,right,isomorphic,3,0.05164453048295299,0.25642905155262014
720575941551589181,descending_neuron,DNp11,auto:DNp11,left,isomorphic,3,4.784062874177936,2.4680474136253356
720575941551640711,ascending_neuron,ANXXX049,ANXXX049,right,isomorphic,3,0.20880110297434587,0.5156101446744972
720575941551774526,descending_neuron,DNpe023,DNpe023,left,isomorphic,3,0.027193462554114835,0.18607469436270443
720575941551911935,sensory_ascending,SApp08,auto:SApp06,right,isomorphic,3,0.049742659163751715,0.2516631095484032
720575941551948543,descending_neuron,DNp63,DNp63,left,isomorphic,3,0.21691502078962646,0.5255328556012482
720575941551991295,descending_neuron,DNg16,DNg16,left,isomorphic,3,1.6963730423068353,1.4696561638994876
720575941552002815,descending_neuron,DNg57,DNg57,right,isomorphic,12,0.11079736325137088,0.37501409375086703
720575941552009727,descending_neuron,DNg49,DNg49,left,isomorphic,3,0.49924820568629935,0.7972844900773316
720575941552013055,ascending_neuron,AN09B009,AN09B009,right,isomorphic,3,0.24077362089359722,0.5536808606506102
720575941552017663,descending_neuron,DNge064,DNge064,left,isomorphic,3,0.3278828768419068,0.6461218498368901
720575941552024575,ascending_neuron,AN07B005,AN07B005,right,isomorphic,3,0.16468073192189672,0.4579061259023395
720575941552163583,descending_neuron,DNpe022,DNpe022,left,isomorphic,3,0.3621361398042227,0.6790331757554102
720575941552165255,sensory_ascending,SAabg01,SAxx01,left,isomorphic,3,0.23930508821377133,0.5519897658200831
720575941552168959,ascending_neuron,AN10B048,AN10B048,right,isomorphic,3,0.031650016020409094,0.20074374707244627
720575941552203930,ascending_neuron,AN07B089,AN07B089,right,isomorphic,3,0.025408280714287097,0.17986335860636574
720575941552229887,ascending_neuron,AN06A027,AN06A027,right,isomorphic,3,0.38057152779434583,0.6961025203143846
720575941552267777,sensory_ascending,SAch02,auto:LgAG2,right,isomorphic,3,0.04185734920634791,0.23085586899039656
720575941552359303,sensory_ascending,SAch01,auto:LgAG1,right,isomorphic,3,0.04572043282785757,0.24127383421920406
720575941552559131,sensory_ascending,SApp12,auto:SApp09,left,isomorphic,3,0.06863702263544458,0.29562031637275965
720575941552584510,descending_neuron,DNge094,DNge094,left,isomorphic,3,0.05353736356013694,0.261085978952585
720575941552589055,ascending_neuron,AN09B029_a,auto:AN09B029,left,isomorphic,3,0.0811821747550365,0.3215032740513121
720575941552590910,ascending_neuron,AN01B005,AN01B005,left,isomorphic,3,0.193799677775201,0.4967428041756802
720575941552602686,ascending_neuron,ANXXX254,ANXXX254,left,dimorphic,3,0.11945552475694173,0.3899942281080945
720575941552603966,descending_neuron,DNp19,DNp19,right,isomorphic,3,0.46177695584663203,0.7667807255215503
720575941552643841,ascending_neuron,AN05B050,auto:AN05B050_b,right,isomorphic,3,0.04884910902777828,0.2493924965576285
720575941552726407,descending_neuron,DNg99,DNg99,right,isomorphic,3,1.4760521042870671,1.3709004009292012
720575941552768062,descending_neuron,DNge135,DNge135,right,isomorphic,3,0.17223988095237713,0.4682975844578352
720575941552842579,sensory_ascending,SAxx02,,left,isomorphic,3,0.06830010244380247,0.29489386453589034
720575941552863489,descending_neuron,DNg92_b,auto:DNge176,left,isomorphic,3,0.07816605848206777,0.31547443115956336
720575941552880190,sensory_ascending,SApp22,auto:SApp06,left,isomorphic,3,0.05600689218975504,0.26703967853806865
720575941552896830,ascending_neuron,AN09B012,AN09B012,left,dimorphic,3,0.31523177448759726,0.6335341830040789
720575941552964095,ascending_neuron,AN10B021,AN10B021,left,isomorphic,3,0.14471308482686768,0.4292486718001373
720575941552999707,ascending_neuron,ANXXX989,,right,female-specific,3,0.10552854130131153,0.36655574184978706
720575941553019475,sensory_ascending,SApp10,auto:SApp19,left,isomorphic,3,0.21701471671176095,0.5256536113325132
720575941553032839,ascending_neuron,AN19B076,AN19B076,left,isomorphic,3,0.09804177479866222,0.3533138331705625
720575941553078938,sensory_ascending,SAch02,auto:LgAG1,,dimorphic,3,0.030068536111112692,0.19566412351007512
720575941553134363,sensory_ascending,SApp06,SApp06,right,isomorphic,3,0.15973846432630223,0.45098262671140127
720575941553301220,sensory_ascending,SApp22,auto:SApp09,left,isomorphic,3,0.45840122663497135,0.7639728850599026
720575941553314714,ascending_neuron,AN06B023,AN06B023,left,isomorphic,3,0.30640032918585947,0.6245966823793636
720575941553332708,sensory_ascending,SAch01,auto:LgAG5,left,dimorphic,3,0.0641216168611666,0.2857309543259083
720575941553530503,sensory_ascending,SApp10,SApp10,right,isomorphic,3,0.18056614996091497,0.4794830159357227
720575941553545278,ascending_neuron,AN09B023,AN09B023,left,isomorphic,3,0.17189349313533456,0.46782645600967265
720575941553550471,descending_neuron,DNge111,DNge111,left,isomorphic,3,0.06644514742400238,0.29086180439514153
720575941553551495,descending_neuron,DNg07,DNg07,left,isomorphic,3,0.07170193486111064,0.3021485378074678
720575941553577217,ascending_neuron,AN06B068,AN06B068,left,isomorphic,3,0.08155529141188797,0.3222412483032173
720575941553583844,sensory_ascending,SApp06,auto:SApp08,left,dimorphic,3,0.35750260833332864,0.6746750760743727
720575941553593150,sensory_ascending,SApp23,SApp23,left,isomorphic,3,0.04143163480790116,0.22967889724666823
720575941553617124,sensory_ascending,SApp16,auto:SApp06,right,isomorphic,3,0.18565635125439695,0.48619441394193313
720575941553669092,sensory_ascending,SApp06,auto:SApp09,left,isomorphic,3,0.284839474785761,0.6022199624712097
720575941553670791,descending_neuron,DNa13,DNa13,right,isomorphic,3,0.9257461391876788,1.0856779415644653
720575941553768705,ascending_neuron,ANXXX982,auto:ANXXX150,left,female-specific,3,0.15372421309163312,0.44241128725605783
720575941553773959,ascending_neuron,ANXXX132,ANXXX132,right,isomorphic,3,0.1267543789627017,0.40173210945063703
720575941553784455,ascending_neuron,AN_multi_18,auto:AN09B059,right,isomorphic,12,0.15330883595187278,0.4416411961784952
720575941553919806,ascending_neuron,AN_IN08B003,auto:AN07B024,left,female-specific,3,0.2103217348947767,0.5174842509539156
720575941553984574,ascending_neuron,AN05B069,auto:AN05B056,right,isomorphic,3,0.07175903784625076,0.3022688284921117
720575941553985875,descending_neuron,DNg02_h,auto:DNg02_g,left,isomorphic,3,0.22055600598639466,0.5299251160784163
720575941553999387,ascending_neuron,ANXXX027,ANXXX027,left,isomorphic,3,0.40226963619047945,0.7156714388907424
720575941553999422,ascending_neuron,AN05B053,AN05B053,right,isomorphic,3,0.04457175038510143,0.23822366626423971
720575941554032155,sensory_ascending,SApp15,auto:SApp06,right,isomorphic,3,0.03802925124917932,0.22004623729372016
720575941554109668,descending_neuron,DNg51,DNg51,left,isomorphic,3,0.11911344409451749,0.38943542125844266
720575941554172807,descending_neuron,DNp44,DNp44,right,isomorphic,3,0.15643002711230022,0.44628790763740656
720575941554198555,ascending_neuron,AN01A049,AN01A049,right,isomorphic,3,0.11121589531893357,0.37630370171338007
720575941554220571,ascending_neuron,AN07B057,AN07B057,left,isomorphic,3,0.046656806412337305,0.24373200642353265
720575941554228481,descending_neuron,DNg12_e,auto:DNg12_f,left,isomorphic,3,0.14908404157647864,0.4356830237961008
720575941554350931,sensory_ascending,SApp17,auto:SApp08,left,isomorphic,3,0.6012297687850734,0.8749340072766254
720575941554354259,descending_neuron,DNg12_e,auto:DNge019,left,isomorphic,3,0.12304176837301414,0.3958050595263606
720575941554615553,ascending_neuron,ANXXX057,ANXXX057,left,isomorphic,3,0.26830210197087373,0.5844765574125984
720575941554623130,ascending_neuron,AN01B004,AN01B004,right,isomorphic,3,0.07356725490842617,0.30605348902932017
720575941554637732,ascending_neuron,AN19B076,auto:AN19B093,left,isomorphic,3,0.08679504810065179,0.33243177875910185
720575941554692580,ascending_neuron,AN08B018,AN08B018,left,isomorphic,3,0.5593527206889118,0.8439135047126126
720575941554694372,descending_neuron,DNg36_a,DNg36_a,right,isomorphic,3,0.08726637191209688,0.3333331601326931
720575941554701722,descending_neuron,DNge022,DNge022,right,isomorphic,3,0.26598853576354115,0.5819511338423043
720575941554856019,descending_neuron,DNpe054,auto:DNpe015,left,isomorphic,3,0.06615865879870376,0.29023407899340586
720575941554888676,descending_neuron,DNge111,DNge111,left,isomorphic,3,0.0386299637038296,0.2217773599793267
720575941554952858,descending_neuron,DNge053,DNge053,left,isomorphic,3,0.4686811876814065,0.7724916970617932
720575941555052571,ascending_neuron,ANXXX200,ANXXX200,,isomorphic,3,0.0649617915945175,0.28759680449369385
720575941555066451,ascending_neuron,AN01B004,AN01B004,left,isomorphic,3,0.0811410998788983,0.3214219299754123
720575941555155354,sensory_ascending,SApp09,SApp09,left,isomorphic,3,0.21887909970624916,0.5279067391708757
720575941555196929,descending_neuron,DNge123,DNge123,right,isomorphic,3,0.19160940258778134,0.49392779686695426
720575941555214593,ascending_neuron,AN19B100,auto:AN19B059,left,isomorphic,3,0.05102225349562817,0.254879482917193
720575941555244772,ascending_neuron,AN09B030,AN09B030,right,isomorphic,3,0.05828482026260506,0.27241611188791687
720575941555321601,ascending_neuron,ANXXX102,ANXXX102,right,isomorphic,3,0.4804960512139249,0.7821678678484952
720575941555384868,ascending_neuron,AN01B018,AN01B018,right,isomorphic,3,0.11183187067761231,0.3773443521618479
720575941555393537,descending_neuron,DNa13,DNa13,left,isomorphic,3,0.6055065715833021,0.8780403814955624
720575941555461377,descending_neuron,DNge025,auto:DNge001,left,isomorphic,3,0.07848405172297253,0.3161154825134772
720575941555503187,ascending_neuron,AN08B005,AN08B005,left,isomorphic,3,0.0785603614653963,0.3162691241117776
720575941555505747,ascending_neuron,AN08B016,AN08B016,left,isomorphic,3,0.07248335913135318,0.3037905185835783
720575941555507283,ascending_neuron,AN10B045,auto:AN10B039,right,isomorphic,3,0.021601709675323374,0.16584375475883886
720575941555509331,ascending_neuron,AN05B081,AN05B081,left,isomorphic,3,0.059564215277776576,0.27538974988692566
720575941555637331,descending_neuron,DNpe039,DNpe039,right,isomorphic,3,0.23497876741650922,0.5469773842197005
720575941555674340,descending_neuron,DNg41,DNg41,left,isomorphic,3,0.16438906543847343,0.4575004468176187
720575941555710547,descending_neuron,DNp56,DNp56,left,isomorphic,3,0.1551019294733047,0.44438936763848863
720575941555742035,descending_neuron,DNpe037,DNpe037,left,isomorphic,3,0.08880365174964168,0.3362563324675592
720575941556195300,descending_neuron,DNde001,DNde001,left,isomorphic,3,0.16892244270111825,0.4637658181025456
720575941556199652,descending_neuron,DNge115,DNge115,right,isomorphic,3,0.03402214519584458,0.20813058559488742
720575941556235940,ascending_neuron,AN08B099,auto:AN08B099_g,right,dimorphic,3,0.08153359026507638,0.3221983726677234
720575941556296019,ascending_neuron,ANXXX202_b,auto:ANXXX202,right,isomorphic,3,0.059203410943220965,0.27455440990105295
720575941556338916,ascending_neuron,AN19B024,AN19B024,left,isomorphic,12,0.08597211407655794,0.3297152942147409
720575941556367140,sensory_ascending,SApp06,SApp06,,isomorphic,3,0.19468996395833188,0.49788247717188416
720575941556379108,descending_neuron,DNge073,DNge073,right,isomorphic,3,0.4156324532076798,0.7274611161425091
720575941556383908,ascending_neuron,ANXXX145,ANXXX145,right,isomorphic,3,0.11916561349724335,0.3895206945430711
720575941556419300,ascending_neuron,AN09B040,AN09B040,right,isomorphic,3,0.04405833345175018,0.23684765657674636
720575941556420516,ascending_neuron,AN10B024,AN10B024,right,isomorphic,3,0.07396167369047665,0.3068728201348454
720575941556437732,ascending_neuron,AN17A018,AN17A018,right,isomorphic,3,0.20296012506192046,0.508347181789406
720575941556446436,ascending_neuron,AN08B013,AN08B013,right,isomorphic,3,0.16521850530545373,0.4586531744978334
720575941556498660,ascending_neuron,AN05B103,AN05B103,left,dimorphic,3,0.21340186136772807,0.5212597133996473
720575941556531201,ascending_neuron,AN27X013,,left,isomorphic,12,0.08885133954695608,0.32247435435755556
720575941556616787,ascending_neuron,AN09B031,AN09B031,right,isomorphic,12,0.09637479061110804,0.34989718307235995
720575941556654419,descending_neuron,DNbe006,DNbe006,left,isomorphic,3,0.18188436744002442,0.4812300584894711
720575941556707620,ascending_neuron,AN08B034,AN08B034,right,isomorphic,3,0.17821027541047452,0.4763448015154155
720575941556727041,descending_neuron,DNp66,DNp66,right,isomorphic,3,0.31618192043311,0.6344882382091431
720575941556768257,descending_neuron,DNge080,DNge080,left,isomorphic,3,0.11011811132608952,0.3744418966033665
720575941556839204,ascending_neuron,AN08B079,auto:AN08B079_a,left,isomorphic,3,0.03288406746031723,0.20461987948929766
720575941556851027,descending_neuron,DNg93,DNg93,left,isomorphic,3,0.7342278214756697,0.9668753265791676
720575941556869860,sensory_ascending,SApp09,SApp09,left,isomorphic,3,0.20433724284391744,0.5100688757913266
720575941556870884,descending_neuron,DNg110,DNg110,right,isomorphic,3,0.06684421393162075,0.2917339481693494
720575941556877796,ascending_neuron,AN08B066,AN08B066,right,isomorphic,3,0.11334746643518606,0.37989271717265183
720575941556912211,ascending_neuron,AN08B009,AN08B009,right,isomorphic,3,0.19301505684058057,0.495736223307045
720575941556952147,ascending_neuron,AN05B053,AN05B053,right,dimorphic,3,0.02737441414141401,0.18669275989926812
720575941556990735,descending_neuron,DNge146,DNge146,left,isomorphic,3,0.15016766802193382,0.4355908686884037
720575941557126159,ascending_neuron,AN19B104,auto:AN19B102,right,dimorphic,3,0.0226519453125,0.16982741986220395
720575941557316004,descending_neuron,DNg14,DNg14,right,isomorphic,3,0.5766313213504807,0.8568487620790038
720575941557326675,ascending_neuron,AN17B013,AN17B013,left,isomorphic,3,0.09588635118385117,0.34940849177952527
720575941557352686,ascending_neuron,AN06B015_a,auto:AN06B015,left,isomorphic,3,0.11255736461538199,0.3785663583567334
720575941557372708,sensory_ascending,SApp22,auto:SApp09,left,isomorphic,3,0.12646758190434404,0.40127736842194817
720575941557413284,descending_neuron,DNge030,DNge030,left,isomorphic,3,0.13765510588473878,0.4186501216375739
720575941557473572,descending_neuron,DNde006,DNde006,left,isomorphic,3,0.22325800508838373,0.5331612521153561
720575941557512307,descending_neuron,DNg12_a,auto:DNg12_h,right,isomorphic,3,0.07977088172826724,0.31869647179537697
720575941557552356,descending_neuron,DNg98,DNg98,left,isomorphic,3,0.865152889226607,1.0495460308177036
720575941557588964,ascending_neuron,AN13B002,AN13B002,left,isomorphic,3,0.05763265020833352,0.2708877430101618
720575941557591972,ascending_neuron,ANXXX046,auto:AN05B102d,right,dimorphic,3,0.3404803633090616,0.6584170887597712
720575941557601508,ascending_neuron,AN05B010,AN05B010,left,isomorphic,3,0.21050147069730263,0.5177053184164866
720575941557603556,ascending_neuron,ANXXX013,ANXXX013,left,dimorphic,3,0.10330048015221321,0.3626654881842601
720575941557625971,sensory_ascending,SApp07,auto:SApp08,right,isomorphic,3,0.18807352247705858,0.48934920673832555
720575941557692531,sensory_ascending,SApp08,SApp08,right,isomorphic,3,0.1752237691764446,0.4723365665423286
720575941557838756,descending_neuron,DNg86,DNg86,right,isomorphic,3,0.04509106283162863,0.2396074379299763
720575941557948068,ascending_neuron,AN06B039,AN06B039,right,isomorphic,3,0.027541548588949614,0.18726181881711917
720575941558153261,ascending_neuron,AN07B060,AN07B060,right,isomorphic,3,0.0504156113053583,0.25335972447486466
720575941558189171,descending_neuron,DNg07,auto:DNge091,left,isomorphic,3,0.18000559831002422,0.4787381810990594
720575941558279972,ascending_neuron,AN06A080,AN06A080,right,isomorphic,3,0.05721957647907772,0.2699152228129413
720575941558298660,sensory_ascending,SNxx29,,left,isomorphic,3,0.07391687736489493,0.30677987431434234
720575941558335524,ascending_neuron,AN19B018,AN19B018,right,isomorphic,3,0.16743659864267418,0.4617216679210568
720575941558381860,descending_neuron,DNpe050,DNpe050,right,isomorphic,3,0.16104684407363748,0.4528258058341562
720575941558535716,ascending_neuron,AN09B034,AN09B034,left,isomorphic,3,0.12425989807639866,0.3977594952425794
720575941558552591,ascending_neuron,AN12B055,auto:AN12B080,left,isomorphic,3,0.04930523442460411,0.25055413433396667
720575941558607396,descending_neuron,DNp03,DNp03,right,isomorphic,3,1.015587940015083,1.1371397127808551
720575941558807411,descending_neuron,DNge039,DNge039,left,isomorphic,3,0.37545517637205494,0.6914075338267696
720575941558924270,sensory_ascending,SApp22,auto:SApp09,right,isomorphic,3,0.04731641181397434,0.24544882692024864
720575941558960143,ascending_neuron,AN08B071,auto:AN08B079_b,left,isomorphic,3,0.038567191558441065,0.22159709705134523
720575941558966766,ascending_neuron,AN10B049,auto:AN10B039,left,dimorphic,3,0.033539606486570846,0.2066493486405364
720575941558973455,ascending_neuron,AN05B071,,right,isomorphic,3,0.03771215277777841,0.21912691353131747
720575941558996462,ascending_neuron,AN08B112,auto:AN08B111,left,dimorphic,3,0.07210401595568715,0.3029945287443257
720575941559011620,ascending_neuron,AN06B039,AN06B039,right,isomorphic,3,0.15862601572991997,0.44940951931519657
720575941559017252,ascending_neuron,AN17A012,AN17A012,right,isomorphic,3,0.2912359371906525,0.6089442602399212
720575941559022381,descending_neuron,DNge095,auto:DNge108,right,isomorphic,3,0.06835295388723966,0.295007938687576
720575941559104813,descending_neuron,DNg02_a,auto:DNg02_c,left,dimorphic,3,0.10274401927100742,0.3616873626778772
720575941559176942,descending_neuron,DNb04,DNb04,right,isomorphic,3,0.04068171269841221,0.22759078486435486
720575941559205933,descending_neuron,DNg05_b,DNg05_b,left,isomorphic,3,0.11651398692859707,0.3851625834271102
720575941559394931,descending_neuron,DNg08_a,auto:DNg08,right,isomorphic,3,0.03526843000000021,0.21190837585316025
720575941559458675,ascending_neuron,AN08B109,AN08B109,right,dimorphic,3,0.12555334477895125,0.3998243158517611
720575941559494415,ascending_neuron,AN01B011,AN01B011,left,isomorphic,3,0.07779785841049483,0.3147305352582572
720575941559874831,descending_neuron,DNp04,DNp04,right,isomorphic,3,1.6425022141862553,1.446026186398902
720575941559946478,descending_neuron,DNpe008,DNpe008,left,isomorphic,3,0.05463521267125502,0.26374933802392286
720575941559950863,descending_neuron,DNg10,DNg10,left,isomorphic,3,0.0636242684523781,0.2846206854717585
720575941560024847,ascending_neuron,AN05B006,AN05B006,left,isomorphic,3,0.3384835125541095,0.6564835058284048
720575941560068334,ascending_neuron,AN08B099,auto:AN08B099_h,right,dimorphic,3,0.07404824967779174,0.30705237290759896
720575941560162798,descending_neuron,DNp35,DNp35,left,isomorphic,3,0.528676066716182,0.8204457779147188
720575941560266152,ascending_neuron,AN19B044,AN19B044,right,isomorphic,3,0.16847635228515057,0.463153056863696
720575941560343155,ascending_neuron,ANXXX433,auto:AN27X021,right,isomorphic,3,0.15369427495289958,0.44236820485815975
720575941560405875,ascending_neuron,AN05B071,AN05B071,left,isomorphic,3,0.03147662542087783,0.20019311731595005
720575941560414579,ascending_neuron,AN12B060,AN12B060,right,dimorphic,3,0.03517707530740233,0.21163374813462874
720575941560433267,ascending_neuron,AN18B022,AN18B022,left,isomorphic,3,0.2354311968888652,0.5475037076981609
720575941560435059,descending_neuron,DNge133,DNge133,right,isomorphic,3,0.21990830051721055,0.5291464300493924
720575941560435571,ascending_neuron,AN10B034,auto:AN10B039,left,dimorphic,3,0.02051430213068118,0.16161565736471228
720575941560503155,descending_neuron,DNp73,DNp73,right,isomorphic,3,1.8421318897673922,1.531494423323036
720575941560549491,descending_neuron,DNg07,DNg07,right,isomorphic,3,0.05257506280545407,0.2587289103112347
720575941560566543,sensory_ascending,SApp09,SApp09,right,isomorphic,3,0.23442958487854462,0.5463378239909913
720575941560566799,ascending_neuron,AN17A015,AN17A015,right,isomorphic,3,0.06660131127395155,0.29120340527749833
720575941560597775,descending_neuron,DNg110,DNg110,left,isomorphic,3,0.13709805944049852,0.4178021909780926
720575941560655731,descending_neuron,DNge051,DNge051,right,isomorphic,3,0.18385278081007783,0.4838270671809476
720575941560655784,ascending_neuron,AN16B078,auto:AN16B078_a,right,isomorphic,3,0.08061458838338735,0.32037740527739567
720575941560722344,sensory_ascending,SApp22,auto:SApp09,left,isomorphic,3,0.14927543417885614,0.4359625968521044
720575941560766223,sensory_ascending,SApp12,auto:SApp09,left,isomorphic,3,0.10188756846591017,0.36017673618337454
720575941560931087,ascending_neuron,AN05B006,AN05B006,left,isomorphic,3,0.2604731636312708,0.5758860410511847
720575941560978670,ascending_neuron,AN08B099,auto:AN08B101,left,dimorphic,3,0.07940679754464323,0.3179683549578775
720575941561146350,sensory_ascending,SApp10,auto:SApp19,left,isomorphic,3,0.03729124685374122,0.2179006428780421
720575941561224463,descending_neuron,DNg02_c,DNg02_c,left,isomorphic,3,0.11708490497980076,0.3861050778115218
720575941561334061,ascending_neuron,ANXXX200,ANXXX200,left,isomorphic,3,0.12039662845265206,0.39152745548518464
720575941561376750,ascending_neuron,AN02A001,AN02A001,left,isomorphic,3,0.6931181052457221,0.9394175752937358
720575941561392173,descending_neuron,DNg39,DNg39,right,isomorphic,3,0.5729476433975327,0.8529988313659536
720575941561409581,ascending_neuron,ANXXX084,ANXXX084,left,dimorphic,3,0.04111826594516895,0.22880865851695006
720575941561414034,ascending_neuron,ANXXX308,ANXXX308,left,isomorphic,3,0.30062464925264537,0.618681817698408
720575941561430829,descending_neuron,oviDNa_b,auto:DNpe034,right,female-specific,3,0.22444483485734468,0.5345765046762945
720575941561453171,sensory_ascending,SApp14,auto:SApp04,right,isomorphic,3,0.09844167699903505,0.3540336650732771
720575941561466258,sensory_ascending,SApp07,auto:SApp01,right,isomorphic,3,0.0835004706590308,0.3260614991793361
720575941561535859,descending_neuron,DNpe029,DNpe029,right,isomorphic,3,0.14735728063543344,0.4331525330754408
720575941561589486,ascending_neuron,AN17A068,auto:AN05B081,right,isomorphic,3,0.057559741707773976,0.2707163447726784
720575941561632045,ascending_neuron,AN03B011,AN03B011,left,isomorphic,3,0.19729537172789477,0.5012028224952244
720575941561655341,descending_neuron,DNae001,DNae001,right,isomorphic,3,0.23677390891617836,0.5490627505063513
720575941561659181,sensory_descending,DNx02,DNx02,right,isomorphic,3,0.4157938285359043,0.7276023261017965
720575941561762605,ascending_neuron,ANXXX043,auto:ANXXX027,right,isomorphic,3,0.2570218184742725,0.5720579893168055
720575941561776173,descending_neuron,DNge129,DNge129,left,isomorphic,3,0.5814156380082406,0.8603960612645297
720575941561826216,ascending_neuron,AN10B053,auto:AN10B048,left,dimorphic,3,0.0312623255952381,0.19951047393117832
720575941561868544,ascending_neuron,AN10B027,AN10B027,left,isomorphic,3,0.1315685240197261,0.4092899310077801
720575941561890931,sensory_ascending,SApp10,,left,isomorphic,3,0.22901421783823417,0.5399907021960958
720575941561955699,descending_neuron,DNde006,DNde006,right,isomorphic,3,0.2722723646303408,0.5887851404255218
720575941562036743,descending_neuron,DNpe004,DNpe004,right,isomorphic,3,0.16128898935786215,0.4531661057281302
720575941562059176,descending_neuron,DNg82,auto:DNg01_b,right,isomorphic,3,0.2479806100327237,0.5619063258419619
720575941562066088,ascending_neuron,AN07B071,auto:AN07B071_c,right,isomorphic,3,0.05480925262626239,0.26416908952626694
720575941562120960,sensory_ascending,SApp22,auto:SApp09,right,isomorphic,3,0.061325895592100554,0.27943255963499
720575941562127405,sensory_ascending,SApp07,auto:SApp06,left,isomorphic,3,0.06296108063729855,0.2831334272859139
720575941562217517,descending_neuron,DNp24,DNp24,right,isomorphic,3,0.1986536611446188,0.5029251406280538
720575941562287202,ascending_neuron,AN03A002,AN03A002,left,isomorphic,3,0.04456877480158836,0.23821571429647195
720575941562316039,sensory_ascending,SApp02,auto:SApp09,right,isomorphic,3,0.164708093890044,0.4579441652415238
720575941562404008,descending_neuron,DNge088,auto:DNg36_b,right,isomorphic,3,0.5639977654326204,0.8474103245129119
720575941562409479,ascending_neuron,AN07B082,auto:AN07B082_a,right,isomorphic,3,0.062378572547761905,0.281820626129355
720575941562443362,ascending_neuron,AN10B020,AN10B020,left,isomorphic,3,0.10904767156539662,0.3726175085773012
720575941562502445,ascending_neuron,AN09B018_b,AN09B018,right,isomorphic,3,0.13708526392290293,0.417782693546653
720575941562504546,ascending_neuron,AN10B029,AN10B029,left,isomorphic,3,0.08378860491101227,0.3266235833048368
720575941562512018,ascending_neuron,AN09B033,AN09B033,right,isomorphic,3,0.03375006286324761,0.20729668273946042
720575941562682624,ascending_neuron,AN19B060,auto:AN19B059,right,isomorphic,3,0.06824498289275625,0.29477484789043984
720575941562771624,descending_neuron,DNpe009,DNpe009,right,isomorphic,3,0.09050195735082389,0.33945643457593216
720575941562840365,ascending_neuron,AN27X008,AN27X008,right,isomorphic,12,0.20697653345597616,0.4632393862308119
